Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Iowa,US,2021-12-03 04:32:59,42.0115,-93.2105,530060,7445,,,19.0,16800.261166947166,1776863.0,,1.4045579745689167,84000019.0,USA,56317.704520026506,
Kansas,US,2021-12-03 04:32:59,38.5266,-96.7265,470678,6779,,,20.0,16156.102637752057,1915852.0,,1.425390606741764,84000020.0,USA,65761.94670399415,
Kentucky,US,2021-12-03 04:32:59,37.6681,-84.6701,792015,11027,,,21.0,17727.707466504376,7776829.0,,1.392143593058726,84000021.0,USA,174068.8944781769,
Louisiana,US,2021-12-03 04:32:59,31.1695,-91.8678,772310,14814,,,22.0,16613.125898889044,10285976.0,,1.9181416788595254,84000022.0,USA,221261.1701013209,
Maine,US,2021-12-03 04:32:59,44.6939,-69.3819,121452,1330,,,23.0,9035.181950466147,3135147.0,,1.095082831077298,84000023.0,USA,233233.07633022172,
Maryland,US,2021-12-03 04:32:59,39.0639,-76.8021,589113,11229,,,24.0,9744.362916991968,15060973.0,,1.906085929185063,84000024.0,USA,249119.58621693516,
Massachusetts,US,2021-12-03 04:32:59,42.2302,-71.5301,930079,19462,,,25.0,13494.067394675056,33563649.0,,2.0925104211577725,84000025.0,USA,486958.7869602668,
Michigan,US,2021-12-03 04:32:59,43.3266,-84.5361,1494953,25798,,,26.0,14969.20402484986,18542145.0,,1.7256729810234837,84000026.0,USA,185665.47012738843,
Minnesota,US,2021-12-03 04:32:59,45.6945,-93.9002,921249,9678,,,27.0,16335.267974931698,13038994.0,,1.0505303126516283,84000027.0,USA,231202.92246018891,
Mississippi,US,2021-12-03 04:32:59,32.7416,-89.6787,515208,10290,,,28.0,17311.23004930197,2672061.0,,1.99725159547212,84000028.0,USA,89782.50080893128,
Missouri,US,2021-12-03 04:32:59,38.4561,-92.2884,919712,15539,,,29.0,14985.300031218288,7872825.0,,1.6895506419400856,84000029.0,USA,128275.63924171492,
Montana,US,2021-12-03 04:32:59,46.9219,-110.4544,191925,2739,,,30.0,17957.42427332898,2207562.0,,1.4271199687377882,84000030.0,USA,206550.097400957,
Nebraska,US,2021-12-03 04:32:59,41.1254,-98.2681,312517,3168,,,31.0,16155.692077369407,,,1.0137048544559175,84000031.0,USA,,
Nevada,US,2021-12-03 04:32:59,38.3135,-117.0554,459249,8049,,,32.0,14909.92664007927,4814557.0,,1.7526439905149493,84000032.0,USA,156308.8687715817,
New Hampshire,US,2021-12-03 04:32:59,43.4525,-71.5639,163961,1732,,,33.0,12058.518317495409,2879618.0,,1.0563487658650532,84000033.0,USA,211781.62124157266,
New Jersey,US,2021-12-03 04:32:59,40.2989,-74.521,1260355,28420,,,34.0,14189.687453206923,16295547.0,,2.254920240725827,84000034.0,USA,183463.16617861137,
New Mexico,US,2021-12-03 04:32:59,34.8405,-106.2485,318135,5393,,,35.0,15172.19572983777,5312466.0,,1.6951922925801939,84000035.0,USA,253357.14071104515,
New York,US,2021-12-03 04:32:59,42.1657,-74.9481,2750327,57643,,,36.0,14137.910277712137,80879024.0,,2.095859874116787,84000036.0,USA,415754.3392698129,
North Carolina,US,2021-12-03 04:32:59,35.6301,-79.8064,1540824,18807,,,37.0,14691.18668385951,17776252.0,,1.220580676313453,84000037.0,USA,169489.98501537554,
North Dakota,US,2021-12-03 04:32:59,47.5289,-99.78399999999999,163565,1945,,,38.0,21463.47672499088,1961611.0,,1.189129703787485,84000038.0,USA,257408.3211077314,
Northern Mariana Islands,US,2021-12-03 04:32:59,15.0979,145.6739,395,3,,,69.0,716.3063977948643,17542.0,,0.759493670886076,580.0,MNP,31811.25779776585,
Ohio,US,2021-12-03 04:32:59,40.3888,-82.7649,1708292,28266,,,39.0,14614.401450924366,17910762.0,,1.5811114259154757,84000039.0,USA,153226.18507840642,
Oklahoma,US,2021-12-03 04:32:59,35.5653,-96.9289,669132,11949,,,40.0,16910.207327776727,4681348.0,,1.7857463101450834,84000040.0,USA,118306.35099423275,
Oregon,US,2021-12-03 04:32:59,44.571999999999996,-122.0709,393232,5228,,,41.0,9323.293510240206,8094666.0,,1.3294950563535013,84000041.0,USA,191919.6479059742,
Pennsylvania,US,2021-12-03 04:32:59,40.5908,-77.2098,1753669,33649,,,42.0,13698.410457937434,19933040.0,,1.9187771466565242,84000042.0,USA,155702.68026319973,
Puerto Rico,US,2021-12-03 04:32:59,18.2208,-66.5901,188789,3271,,,72.0,5911.305215840966,3122310.0,,1.732622133704824,630.0,PRI,97764.84534836463,
Rhode Island,US,2021-12-03 04:32:59,41.6809,-71.5118,193714,2939,,,44.0,18285.92897038875,6065477.0,,1.5171851285916351,84000044.0,USA,572559.9677541461,
South Carolina,US,2021-12-03 04:32:59,33.8569,-80.945,920311,14269,,,45.0,17874.57994365195,10090748.0,,1.5504541399592093,84000045.0,USA,195985.7937341247,
South Dakota,US,2021-12-03 04:32:59,44.2998,-99.4388,167759,2355,,,46.0,18963.125905009725,1069205.0,,1.4037994980895212,84000046.0,USA,120860.69321625619,
Tennessee,US,2021-12-03 04:32:59,35.7478,-86.6923,1321030,17288,,,47.0,19343.92065570448,10727142.0,,1.3086758059998638,84000047.0,USA,157078.1766579677,
Texas,US,2021-12-03 04:32:59,31.0545,-97.5635,4372161,74033,,,48.0,14986.380306913248,36925521.0,,1.7036967317181049,84000048.0,USA,127347.47049072244,
Utah,US,2021-12-03 04:32:59,40.15,-111.8624,600079,3545,,,49.0,18717.61888334158,4783302.0,,0.5907555505191816,84000049.0,USA,149200.39501453232,
Vermont,US,2021-12-03 04:32:59,44.0459,-72.7107,51134,414,,,50.0,8194.695739828747,2570835.0,,0.8096374232408965,84000050.0,USA,412000.05128295533,
Virgin Islands,US,2021-12-03 04:32:59,18.3358,-64.8963,7525,87,,,78.0,7015.139650221874,225897.0,,1.1561461794019934,850.0,VIR,210591.22944400946,
Virginia,US,2021-12-03 04:32:59,37.7693,-78.17,974001,14741,,,51.0,11411.151448435648,10493822.0,,1.5134481381435954,84000051.0,USA,122942.98682950619,
Washington,US,2021-12-03 04:32:59,47.4009,-121.4905,778916,9380,,,53.0,10228.850228099069,9958651.0,,1.2042376841662001,84000053.0,USA,130778.60713210286,
West Virginia,US,2021-12-03 04:32:59,38.4912,-80.9545,297415,4945,,,54.0,16595.45785027679,4608535.0,,1.6626599196409058,84000054.0,USA,257151.6175849414,
Wisconsin,US,2021-12-03 04:32:59,44.2685,-89.6165,992386,10095,,,55.0,17044.177744221746,12389292.0,,1.0172453057580417,84000055.0,USA,212785.44333864492,
Wyoming,US,2021-12-03 04:32:59,42.756,-107.3025,111560,1428,,,56.0,19275.726165813405,1150487.0,,1.2800286841161708,84000056.0,USA,198785.15928046047,
